City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
339,Yazykovo,RU,55.2199,56.1353,33.94,99,100,20.09,snow
340,Shache,CN,38.4167,77.2406,47.97,35,54,3.89,broken clouds
341,Toribio,CO,2.9548,-76.2684,60.58,89,33,1.9,scattered clouds
342,Mudgee,AU,-32.5943,149.5871,59.56,98,59,5.5,broken clouds
343,San Jose,US,37.3394,-121.895,79.92,48,0,10.36,clear sky
344,Tianpeng,CN,30.9866,103.9393,62.73,85,98,2.66,overcast clouds
345,San Quintin,MX,30.4833,-115.95,69.93,65,58,9.01,broken clouds
346,Hithadhoo,MV,-0.6,73.0833,80.28,80,98,15.43,moderate rain
347,Oga,IT,46.4631,10.347,53.02,69,97,3.11,overcast clouds
348,Iquique,CL,-20.2208,-70.1431,62.64,73,9,3.83,clear sky
349,Sherman,US,33.6357,-96.6089,71.08,56,0,9.22,clear sky
350,Santiago De Cao,PE,-7.9589,-79.2392,62.73,82,20,12.66,fog
351,Ambovombe,MG,-25.1667,46.0833,70.93,74,18,7.31,few clouds
352,Hope,US,33.6671,-93.5916,66.25,81,94,5.68,overcast clouds
353,Sioux Lookout,CA,50.1001,-91.917,48.27,34,20,4.61,few clouds
354,La Seyne-Sur-Mer,FR,43.0982,5.8847,69.89,85,100,7.4,overcast clouds
355,Kurilsk,RU,45.2333,147.8833,45.34,78,26,12.82,scattered clouds
356,Tarakan,ID,3.3,117.6333,81.9,78,20,5.75,few clouds
357,Constitucion,CL,-35.3333,-72.4167,58.42,48,0,20.92,clear sky
358,Mangrol,IN,21.1167,70.1167,78.53,61,0,3.42,clear sky
359,Lavrentiya,RU,65.5833,-171.0,16.68,68,100,11.1,overcast clouds
360,Marabba,SD,12.35,32.1833,88.02,39,97,2.66,overcast clouds
361,Freetown,SL,8.484,-13.2299,79.74,78,26,4.03,light rain
362,Taltal,CL,-25.4,-70.4833,60.26,72,19,2.75,few clouds
363,Kosh-Agach,RU,50.0,88.6667,24.75,40,100,2.04,overcast clouds
364,Chumikan,RU,54.7183,135.315,31.3,73,100,1.16,overcast clouds
365,Puerto Madryn,AR,-42.7692,-65.0385,50.95,37,6,12.84,clear sky
366,Newport,GB,51.5877,-2.9984,57.51,87,56,13.27,broken clouds
367,Zavodoukovsk,RU,56.5042,66.5515,24.89,85,45,9.51,scattered clouds
368,Maneadero,MX,31.7167,-116.5667,70.11,78,1,3.0,clear sky
369,Rio Gallegos,AR,-51.6226,-69.2181,51.85,30,40,33.38,scattered clouds
370,Severo-Kurilsk,RU,50.6789,156.125,38.7,65,13,19.22,few clouds
371,Alamogordo,US,32.8995,-105.9603,68.56,28,0,3.44,clear sky
372,Kalmunai,LK,7.4167,81.8167,76.95,88,99,8.39,overcast clouds
373,Beloha,MG,-25.1667,45.05,74.44,57,1,9.95,clear sky
374,Samarai,PG,-10.6167,150.6667,83.44,70,10,11.36,clear sky
375,Sindor,RU,62.8629,51.8905,32.76,94,100,7.87,overcast clouds
376,Harper,LR,4.375,-7.7169,77.5,88,62,8.5,light rain
377,Vanimo,PG,-2.6741,141.3028,83.61,73,42,5.86,scattered clouds
378,Guerrero Negro,MX,27.9769,-114.0611,71.92,60,4,11.45,clear sky
379,Port-Gentil,GA,-0.7193,8.7815,80.56,89,40,9.22,scattered clouds
380,Kampene,CD,-3.6,26.6667,68.52,100,100,1.79,overcast clouds
381,Mullingar,IE,53.5333,-7.35,53.67,92,33,12.8,scattered clouds
382,Bystryy Istok,RU,52.371,84.3873,30.33,88,100,3.8,overcast clouds
383,Gushi,CN,34.6425,109.5843,57.51,73,95,4.03,overcast clouds
384,Ardakan,IR,32.31,54.0175,64.9,38,45,3.96,scattered clouds
385,Cidreira,BR,-30.1811,-50.2056,69.46,97,100,3.56,light rain
386,Saint Anthony,US,45.0205,-93.218,64.9,46,0,4.61,clear sky
387,Vila Franca Do Campo,PT,37.7167,-25.4333,61.21,68,82,14.56,broken clouds
388,Bhayavadar,IN,21.85,70.25,74.43,52,0,0.36,clear sky
389,Prince Rupert,CA,54.3161,-130.3201,46.09,78,100,23.02,overcast clouds
390,Loukhi,RU,66.0764,33.0381,29.89,84,12,10.58,few clouds
391,Kapit,MY,2.0167,112.9333,73.65,98,100,0.89,light rain
392,Saint-Pierre,RE,-21.3393,55.4781,73.9,73,0,4.61,clear sky
393,Mecca,SA,21.4267,39.8261,80.76,67,63,4.68,broken clouds
394,Genhe,CN,50.7833,121.5167,30.13,98,100,2.26,snow
395,Sidi Ali,DZ,36.0998,0.4206,67.77,62,100,4.0,overcast clouds
396,Katobu,ID,-4.9408,122.5276,77.49,88,100,1.54,light rain
397,Awbari,LY,26.5921,12.7805,63.81,41,6,1.9,clear sky
398,Ust-Ilimsk,RU,58.0006,102.6619,17.73,90,80,3.56,broken clouds
399,Toyooka,JP,35.5333,134.8333,58.57,64,78,3.58,broken clouds
400,Kudat,MY,6.8837,116.8477,77.29,94,40,0.0,scattered clouds
401,Vicksburg,US,32.3526,-90.8779,66.43,75,100,0.0,overcast clouds
402,Rocha,UY,-34.4833,-54.3333,51.69,91,100,19.8,overcast clouds
403,Puerto Baquerizo Moreno,EC,-0.9,-89.6,67.28,83,84,13.78,broken clouds
404,Ashdod,IL,31.8167,34.65,71.89,86,2,4.92,clear sky
405,Nassau,US,40.7507,-73.5829,59.68,70,0,6.91,clear sky
406,Tanout,NE,14.9709,8.8879,75.06,18,0,12.12,clear sky
407,Severodvinsk,RU,64.5635,39.8302,41.11,97,100,20.31,light rain
408,Humaita,BR,-7.5061,-63.0208,79.61,71,73,2.55,broken clouds
409,Chifeng,CN,42.2683,118.9636,41.27,27,11,14.25,few clouds
410,Fairbanks,US,64.8378,-147.7164,13.23,79,100,0.0,light snow
411,Half Moon Bay,US,37.4636,-122.4286,79.41,80,100,18.41,mist
412,Boende,CD,-0.2167,20.8667,70.18,96,96,1.32,overcast clouds
413,Acapulco,MX,16.8634,-99.8901,84.02,79,40,4.61,light rain
414,Paamiut,GL,61.994,-49.6678,26.56,59,95,8.95,overcast clouds
415,Ylivieska,FI,64.0833,24.55,30.88,90,25,3.04,scattered clouds
416,Massakory,TD,12.996,15.7293,82.78,17,89,13.78,overcast clouds
417,Westport,US,41.1415,-73.3579,57.88,55,0,1.01,clear sky
418,Cobija,BO,-11.0267,-68.7692,87.98,66,75,6.91,broken clouds
419,Kurgunta,IN,17.2,77.35,63.23,72,72,5.53,broken clouds
420,Canaries,ES,28.0,-15.5,66.16,83,0,16.11,clear sky
421,Zhaoyuan,CN,37.3592,120.3964,51.66,84,22,3.74,few clouds
422,Ajra,IN,16.1167,74.2,62.13,70,6,6.08,clear sky
423,Yerbogachen,RU,61.2767,108.0108,17.6,94,100,5.59,overcast clouds
424,Menongue,AO,-14.6585,17.691,62.06,92,100,2.04,overcast clouds
425,Sola,VU,-13.8833,167.55,86.67,66,2,0.0,clear sky
426,Celestun,MX,20.8667,-90.4,80.53,71,23,13.13,few clouds
427,Immokalee,US,26.4187,-81.4173,85.95,62,0,8.59,clear sky
428,Muriwai Beach,NZ,-36.8167,174.45,69.19,78,83,3.42,broken clouds
429,Monte Alegre,BR,-2.0078,-54.0692,86.2,54,99,5.14,overcast clouds
430,Shingu,JP,33.7333,135.9833,59.76,64,0,4.72,clear sky
431,Bayir,TR,37.2687,28.2167,46.92,36,0,2.55,clear sky
432,Ulaanbaatar,MN,47.9077,106.8832,14.13,85,40,4.47,scattered clouds
433,Saint-Joseph,RE,-21.3667,55.6167,70.18,83,40,9.71,light rain
434,Saint-Leu,RE,-21.15,55.2833,73.31,77,51,2.64,light rain
435,Bani,DO,18.2833,-70.3333,78.85,80,94,9.93,overcast clouds
436,Morondava,MG,-20.2833,44.2833,78.33,78,10,7.87,light rain
437,Nome,US,64.5011,-165.4064,26.67,81,100,10.36,light snow
438,Zyryanka,RU,65.75,150.85,-10.3,100,82,6.44,broken clouds
439,Ha Tinh,VN,18.3333,105.9,70.43,88,86,5.97,overcast clouds
440,Kruisfontein,ZA,-34.0033,24.7314,58.89,63,99,11.9,overcast clouds
441,Farah,AF,32.5,62.5,59.7,41,47,2.28,scattered clouds
442,Pudozh,RU,61.8099,36.5345,34.63,96,100,9.31,light snow
443,Cuddapah,IN,14.4667,78.8167,70.54,85,75,0.98,broken clouds
444,Vila Velha,BR,-20.3297,-40.2925,78.75,87,40,17.27,scattered clouds
445,Terney,RU,45.0503,136.6092,41.36,66,3,2.46,clear sky
446,Ancud,CL,-41.8697,-73.8203,49.35,67,48,3.94,scattered clouds
447,Usinsk,RU,65.9939,57.5281,24.48,91,31,7.63,scattered clouds
448,Kankaanpaa,FI,61.8,22.4167,29.16,91,15,2.46,few clouds
449,Vao,NC,-22.6667,167.4833,73.53,78,23,9.95,few clouds
450,Sakakah,SA,29.9697,40.2064,69.37,32,34,5.75,scattered clouds
451,Sibay,RU,52.7181,58.6658,32.79,97,100,18.01,light snow
452,Bima,ID,-8.4667,118.7167,79.39,80,100,4.16,overcast clouds
453,Qaqortoq,GL,60.7167,-46.0333,16.09,74,98,7.18,overcast clouds
454,Alofi,NU,-19.0595,-169.9187,80.49,78,26,16.11,scattered clouds
455,Puerto Narino,CO,-3.7703,-70.3831,81.12,76,92,3.0,overcast clouds
456,Avallon,FR,47.4833,3.9,57.13,80,100,1.88,overcast clouds
457,Akot,IN,21.0964,77.0586,66.36,63,0,5.82,clear sky
458,Padang,ID,-0.9492,100.3543,75.56,92,100,4.7,moderate rain
459,Vanderhoof,CA,54.0166,-124.0198,44.8,37,35,14.58,scattered clouds
460,Arman,RU,59.7,150.1667,5.02,65,9,8.3,clear sky
461,Eenhana,NA,-17.4667,16.3333,74.43,50,92,4.47,light rain
462,Turukhansk,RU,65.8167,87.9833,24.94,96,100,14.54,snow
463,Aykhal,RU,66.0,111.5,-7.08,100,100,4.18,overcast clouds
464,Dillingen,DE,49.35,6.7333,57.54,73,100,0.4,overcast clouds
465,Socorro,US,31.6546,-106.3033,74.41,22,75,3.44,broken clouds
466,Tazovskiy,RU,67.4667,78.7,27.03,93,100,16.11,overcast clouds
467,Yulara,AU,-25.2406,130.9889,61.38,47,5,20.65,clear sky
468,Mandalgovi,MN,45.7625,106.2708,19.06,71,6,7.43,clear sky
469,Fortuna,US,40.5982,-124.1573,61.93,76,75,10.36,broken clouds
470,Ust-Kuyga,RU,70.0167,135.6,-14.76,99,73,7.27,broken clouds
471,Thunder Bay,CA,48.4001,-89.3168,58.98,29,75,6.91,broken clouds
472,Qasigiannguit,GL,68.8193,-51.1922,19.65,76,61,5.26,broken clouds
473,Sai Buri,TH,6.7013,101.6168,76.71,90,100,5.59,overcast clouds
474,Liverpool,GB,53.4106,-2.9779,54.52,89,0,6.91,clear sky
475,Yeppoon,AU,-23.1333,150.7333,78.58,60,0,10.63,clear sky
476,Saint-Francois,FR,46.4154,3.9054,51.24,93,0,1.14,clear sky
477,Freeport,US,40.6576,-73.5832,59.99,69,0,6.91,clear sky
478,Bonfim,BR,3.0833,-59.95,80.31,78,86,5.41,overcast clouds
479,Birao,CF,10.2849,22.7882,78.93,35,45,4.43,scattered clouds
480,Kahta,TR,37.7855,38.6237,61.97,27,31,3.18,scattered clouds
481,Nhulunbuy,AU,-12.2333,136.7667,84.81,74,84,8.05,broken clouds
482,Tautira,PF,-17.7333,-149.15,78.55,78,40,9.4,light rain
483,Simdega,IN,22.6167,84.5167,61.36,76,3,4.45,clear sky
484,Diego De Almagro,CL,-26.3667,-70.05,66.31,31,0,6.73,clear sky
485,Goderich,CA,43.7501,-81.7165,52.92,82,91,2.3,overcast clouds
486,Farmington,US,36.7281,-108.2187,60.21,24,0,13.8,clear sky
487,Ayan,RU,56.45,138.1667,32.52,60,100,7.92,overcast clouds
488,Laguna,US,38.421,-121.4238,79.32,32,0,4.61,clear sky
489,Biltine,TD,14.5333,20.9167,81.23,23,87,9.75,overcast clouds
490,Isangel,VU,-19.55,169.2667,84.31,79,20,3.44,few clouds
491,El Playon,CO,7.4713,-73.2031,77.27,89,91,3.18,overcast clouds
492,Husavik,IS,66.0449,-17.3389,40.98,94,99,8.08,overcast clouds
493,Dali,CN,25.7,100.1833,49.62,77,0,3.4,clear sky
494,Nemuro,JP,43.3236,145.575,50.97,70,90,15.12,overcast clouds
495,Negombo,LK,7.2083,79.8358,75.25,94,20,4.61,few clouds
496,The Valley,AI,18.217,-63.0578,81.1,89,40,6.91,scattered clouds
497,Shihezi,CN,44.3,86.0333,38.55,48,93,1.74,overcast clouds
498,Traralgon,AU,-38.1833,146.5333,74.28,45,7,12.26,clear sky
499,Egvekinot,RU,66.3167,-179.1667,3.97,68,28,5.59,scattered clouds
500,Kilindoni,TZ,-7.9139,39.6668,76.86,82,49,13.06,scattered clouds
501,Santa Isabel,BR,-23.3156,-46.2214,79.56,84,76,4.12,broken clouds
502,Mirnyy,RU,62.5353,113.9611,17.24,85,92,1.99,overcast clouds
503,Burkburnett,US,34.0979,-98.5706,74.88,36,0,8.05,clear sky
504,Ariquemes,BR,-9.9133,-63.0408,77.76,76,89,2.35,moderate rain
505,Karratha,AU,-20.7377,116.8463,68.85,23,0,20.87,clear sky
506,Nyurba,RU,63.2842,118.3319,16.36,98,100,2.62,overcast clouds
507,Camacha,PT,33.0833,-16.3333,67.42,88,20,6.91,few clouds
508,Santa Catalina,PH,9.3337,122.8637,81.72,83,100,5.93,overcast clouds
509,Kenora,CA,49.8167,-94.4337,50.97,37,0,5.75,clear sky
510,Safaga,EG,26.7292,33.9365,76.66,49,44,9.04,scattered clouds
511,Kampot,KH,10.6167,104.1833,75.25,83,93,2.75,overcast clouds
512,Santa Marta,CO,11.2408,-74.199,87.85,62,40,14.97,scattered clouds
513,Noumea,NC,-22.2763,166.4572,84.18,99,10,8.43,clear sky
514,Alyangula,AU,-13.8483,136.4192,85.14,68,56,10.38,broken clouds
515,Luebo,CD,-5.35,21.4167,68.5,96,86,2.8,overcast clouds
516,Dicabisagan,PH,17.0818,122.4157,80.17,90,100,19.55,overcast clouds
517,Nova Olimpia,BR,-14.7972,-57.2881,81.75,63,65,5.21,broken clouds
518,Moussoro,TD,13.6408,16.4901,83.48,16,97,16.04,overcast clouds
519,Touros,BR,-5.1989,-35.4608,77.54,78,12,12.86,few clouds
520,Karema,TZ,-6.8205,30.4389,75.07,54,62,1.74,broken clouds
521,Altay,CN,47.8667,88.1167,36.39,29,100,3.31,overcast clouds
522,Raciborz,PL,50.0919,18.2193,57.72,95,17,5.08,few clouds
523,Ocosingo,MX,17.0667,-92.25,68.14,84,49,3.09,light rain
524,Raudeberg,NO,61.9875,5.1352,56.86,65,100,15.9,overcast clouds
525,Skjervoy,NO,70.0311,20.9714,33.8,77,100,23.44,overcast clouds
526,Kauhajoki,FI,62.4333,22.1833,30.18,91,20,3.18,few clouds
527,Yenagoa,NG,4.9247,6.2642,75.88,93,28,3.58,scattered clouds
528,Kavaratti,IN,10.5669,72.642,81.43,70,64,1.01,broken clouds
529,Ugoofaaru,MV,5.6667,73.0,80.42,72,55,8.48,broken clouds
530,Reinosa,ES,42.9996,-4.138,46.45,95,29,6.49,scattered clouds
531,Rafaela,AR,-31.2503,-61.4867,60.01,34,100,8.01,overcast clouds
532,Deep River,CA,46.1001,-77.4995,49.71,64,87,3.76,overcast clouds
533,Bairiki,KI,1.3292,172.9752,84.2,70,20,6.91,few clouds
534,Muroto,JP,33.2833,134.15,62.19,61,0,14.12,clear sky
535,Swift Current,CA,50.2834,-107.8014,52.61,50,0,16.11,clear sky
536,Ballina,AU,-28.8667,153.5667,75.78,66,51,10.09,broken clouds
537,Rio Grande,BR,-32.035,-52.0986,69.91,87,100,25.7,moderate rain
538,Valparaiso,CL,-33.0393,-71.6273,62.24,54,0,18.41,clear sky
539,Minot,US,48.2325,-101.2963,62.82,25,0,13.8,clear sky
540,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,88,93,28.32,overcast clouds
541,Carutapera,BR,-1.195,-46.02,79.02,78,72,9.62,broken clouds
542,Dalhousie,IN,32.5333,75.9833,47.01,34,0,7.58,clear sky
543,Canelli,IT,44.7215,8.2924,65.91,75,66,3.69,broken clouds
544,Houston,US,29.7633,-95.3633,76.33,57,40,8.05,scattered clouds
545,Meulaboh,ID,4.1363,96.1285,74.3,95,100,4.9,heavy intensity rain
546,Tambun,ID,-6.2641,107.0712,81.48,74,100,3.56,overcast clouds
547,Puerto Plata,DO,19.7934,-70.6884,84.04,74,75,9.22,broken clouds
548,Teguldet,RU,57.3064,88.1667,23.2,73,70,6.71,broken clouds
549,Richards Bay,ZA,-28.783,32.0377,70.14,92,100,14.81,moderate rain
550,Teguise,ES,29.0605,-13.564,70.02,78,0,0.0,clear sky
551,Healdsburg,US,38.6105,-122.8692,84.11,44,0,10.36,clear sky
552,Seddon,AU,-37.8068,144.8916,71.56,60,40,24.16,scattered clouds
553,Itoman,JP,26.1247,127.6694,75.22,86,75,21.85,shower rain
554,Odesskoye,RU,54.2111,72.9651,17.29,93,53,0.81,broken clouds
555,Misratah,LY,32.3754,15.0925,70.95,56,5,8.61,clear sky
556,Sabzevar,IR,36.2126,57.6819,51.08,76,0,6.91,clear sky
557,Jiujiang,CN,29.7333,115.9833,58.93,72,0,3.49,clear sky
558,Kondinskoye,RU,59.6481,67.41,25.88,68,79,12.75,broken clouds
559,Khorramshahr,IR,30.4397,48.1664,75.16,35,0,4.61,clear sky
560,Bhola,BD,22.6833,90.65,74.37,81,0,6.8,clear sky
561,Shancheng,CN,34.7953,116.0817,55.33,58,21,1.34,few clouds
562,Carolina,PR,18.3808,-65.9574,78.69,93,75,6.91,moderate rain
563,Hami,CN,42.8,93.45,40.89,27,46,2.1,scattered clouds
564,Kanniyakumari,IN,8.0833,77.5667,78.31,82,100,9.24,overcast clouds
565,Brae,GB,60.3964,-1.353,53.51,88,85,13.06,light rain
566,Miri,MY,4.4148,114.0089,77.14,94,40,1.14,moderate rain
567,Belmonte,BR,-15.8631,-38.8828,75.88,85,23,9.28,few clouds
568,Wagga Wagga,AU,-35.1167,147.3667,69.85,95,87,13.31,overcast clouds
569,Linxia,CN,35.6003,103.2064,38.95,70,6,1.79,clear sky
570,Morehead,US,37.2711,-87.1764,64.15,93,100,4.61,light intensity drizzle
571,Buraydah,SA,26.326,43.975,68.45,14,35,10.38,scattered clouds
572,Santa Cruz De Tenerife,ES,28.4682,-16.2546,74.8,49,0,10.36,clear sky
573,Bull Savanna,JM,17.8868,-77.5902,78.48,76,36,1.72,scattered clouds
574,Oriximina,BR,-1.7656,-55.8661,84.29,52,100,3.24,overcast clouds
575,Missungwi,TZ,-2.85,33.0833,70.3,78,89,4.83,overcast clouds
576,Miahuatlan,MX,18.5667,-97.4333,67.71,58,17,10.58,few clouds
577,Pitmoaga,BF,12.2397,-1.8767,78.42,25,0,6.22,clear sky
578,Zapolyarnyy,RU,69.4154,30.8136,31.28,91,20,8.03,few clouds
579,Tacuarembo,UY,-31.7333,-55.9833,53.1,94,100,16.53,overcast clouds
580,Matara,LK,5.9485,80.5353,75.99,90,98,3.33,overcast clouds
581,Platanos,GR,37.6667,21.6167,59.09,46,0,4.94,clear sky
582,Gizo,SB,-8.103,156.8419,83.73,73,2,3.98,clear sky
583,Buenos Aires,AR,-34.6132,-58.3772,55.98,62,40,10.36,scattered clouds
584,Kushima,JP,31.4583,131.2333,62.94,72,68,8.19,broken clouds
585,Vostok,RU,46.4856,135.8833,33.26,55,57,3.02,broken clouds
586,Pangkalanbuun,ID,-2.6833,111.6167,75.4,96,100,1.03,overcast clouds
587,Tayshet,RU,55.9342,98.0044,19.72,76,3,2.57,clear sky
588,Agadez,NE,19.75,10.25,67.26,26,0,11.05,clear sky
589,Tuim,RU,54.3417,89.9261,19.71,77,90,3.44,overcast clouds
590,Veraval,IN,20.9,70.3667,78.3,55,0,5.84,clear sky
591,Duki,PK,30.1541,68.5728,65.68,34,0,4.9,clear sky
592,Carberry,CA,49.8689,-99.3602,53.83,41,95,12.21,overcast clouds
593,Hidalgo,MX,20.5,-99.0,68.59,67,3,10.8,clear sky
594,Udayagiri,IN,20.1333,84.3833,59.38,63,84,3.13,broken clouds
595,Merritt,CA,50.1123,-120.7942,48.16,76,100,7.0,overcast clouds
596,Itainopolis,BR,-7.4469,-41.4783,90.95,33,77,6.42,broken clouds
597,Wanning,CN,18.8003,110.3967,71.64,79,88,15.19,overcast clouds
598,Nichinan,JP,31.6,131.3667,51.48,70,68,10.49,broken clouds
599,Pringsewu,ID,-5.3582,104.9744,72.45,89,100,4.59,overcast clouds
600,Tatawin,TN,32.9297,10.4518,62.47,79,0,4.81,clear sky
601,Gat,IL,31.61,34.7642,70.48,100,4,3.06,clear sky
602,Dunedin,NZ,-45.8742,170.5036,56.8,82,100,4.0,overcast clouds
603,Amapa,BR,1.0,-52.0,75.99,79,100,2.86,heavy intensity rain
604,Anadyr,RU,64.75,177.4833,1.9,84,0,6.71,clear sky
605,Sagar,IN,23.8333,78.7167,62.64,53,0,1.7,clear sky
606,Kirakira,SB,-10.4544,161.9205,85.62,65,10,3.69,clear sky
607,Port Augusta,AU,-32.5,137.7667,63.97,61,91,14.29,overcast clouds
608,Sept-Iles,CA,50.2001,-66.3821,55.4,69,75,9.22,broken clouds
609,Mozarlandia,BR,-14.7447,-50.5706,82.4,54,53,5.93,broken clouds
610,Paoua,CF,7.2427,16.4406,71.83,67,60,1.68,broken clouds
611,Ullapool,GB,57.8987,-5.1604,52.36,86,92,7.54,overcast clouds
612,Chalus,IR,36.655,51.4204,54.86,94,0,2.3,clear sky
613,Oeiras Do Para,BR,-2.0031,-49.8544,79.95,76,96,5.26,overcast clouds
614,Taebla,EE,58.9547,23.7419,43.99,77,16,6.06,few clouds
615,Tutoia,BR,-2.7619,-42.2744,80.98,69,9,18.32,clear sky
616,Groton,US,41.3501,-72.0784,56.08,70,0,3.44,clear sky
617,Taoudenni,ML,22.6783,-3.9836,82.29,11,100,9.42,overcast clouds
618,Vilhena,BR,-12.7406,-60.1458,79.02,83,40,6.91,light rain
619,Sonipat,IN,28.9833,77.0167,66.2,47,0,2.24,clear sky
620,Bulgan,MN,48.8125,103.5347,16.12,76,0,2.3,clear sky
621,Wuwei,CN,37.9281,102.6414,40.05,66,6,3.11,clear sky
622,Andenes,NO,69.3143,16.1194,40.98,93,75,11.5,broken clouds
623,Samfya,ZM,-11.3649,29.5565,78.44,42,92,7.16,overcast clouds
624,Oltedal,NO,58.831,6.0466,55.58,94,98,7.02,light rain
625,Pangnirtung,CA,66.1451,-65.7125,15.82,84,80,6.35,broken clouds
626,Khani,GE,41.9563,42.9566,35.17,66,77,3.8,broken clouds
627,Sharanga,RU,57.1775,46.5396,32.52,95,82,6.31,light snow
628,Bundaberg,AU,-24.85,152.35,80.22,76,40,14.97,scattered clouds
629,Korhogo,CI,9.45,-5.6333,73.89,44,1,1.77,clear sky
630,Plouzane,FR,48.3833,-4.6167,59.05,94,75,13.8,broken clouds
631,Maun,BW,-19.9833,23.4167,67.96,100,40,10.36,thunderstorm
632,Union,US,40.6334,-74.2663,59.92,54,0,3.44,clear sky
633,Synya,RU,65.3718,58.0387,16.93,96,43,2.51,scattered clouds
634,Muros,ES,42.7762,-9.0603,55.09,93,100,8.63,overcast clouds
635,Tongliao,CN,43.6125,122.2653,44.69,60,75,8.5,broken clouds
636,Rawlins,US,41.7911,-107.2387,52.36,28,0,17.27,clear sky
637,Komatipoort,ZA,-25.4332,31.9548,70.05,70,62,1.39,broken clouds
638,Cap Malheureux,MU,-19.9842,57.6142,72.46,72,100,7.0,overcast clouds
639,Ler,SS,8.3018,30.1418,76.23,74,77,3.69,broken clouds
640,Aasiaat,GL,68.7098,-52.8699,11.7,90,79,5.91,broken clouds
641,Elko,US,41.0002,-115.5012,57.63,26,35,4.0,scattered clouds
642,Cravo Norte,CO,6.3017,-70.2041,77.95,80,68,6.33,broken clouds
643,Boshnyakovo,RU,49.6333,142.1667,37.29,68,13,5.97,few clouds
644,Libertador General San Martin,AR,-23.8064,-64.7876,77.23,59,34,7.99,scattered clouds
645,Eureka,US,40.8021,-124.1637,62.2,83,74,7.0,broken clouds
646,Adrar,MR,20.5022,-10.0711,77.45,13,83,9.35,broken clouds
647,Thinadhoo,MV,0.5333,72.9333,80.71,77,48,14.23,scattered clouds
648,Svetlogorsk,BY,52.6333,29.7333,44.42,72,85,13.13,overcast clouds
649,Port Moresby,PG,-9.4431,147.1797,87.22,66,0,4.61,haze
650,Husum,DE,54.4858,9.0524,53.15,94,100,4.68,overcast clouds
651,Mizdah,LY,31.4451,12.9801,60.51,83,49,6.58,scattered clouds
652,Moron,AR,-34.6534,-58.6198,55.98,63,85,10.42,overcast clouds
653,Fuerte Olimpo,PY,-21.0415,-57.8738,92.52,38,32,13.78,scattered clouds
654,Oltu,TR,40.5498,42.0013,45.18,46,0,3.94,clear sky
655,Garowe,SO,8.4054,48.4845,73.09,69,10,10.45,clear sky
656,Sterling,US,39.0062,-77.4286,58.98,69,75,5.99,broken clouds
657,Maamba,ZM,-17.3667,27.15,77.63,39,57,2.8,broken clouds
658,Palaikastron,GR,35.2,26.25,63.9,72,3,14.58,clear sky
659,Carlos Chagas,BR,-17.7031,-40.7664,78.17,73,75,14.45,broken clouds
660,Komsomolskiy,UZ,40.4272,71.7189,52.52,87,75,0.0,shower rain
661,Burns Lake,CA,54.2331,-125.7533,40.42,63,33,11.43,scattered clouds
662,Acari,PE,-15.4311,-74.6158,67.64,68,2,5.88,clear sky
663,Kamenka,RU,51.3223,42.7678,43.77,78,100,17.69,light rain
664,Dubbo,AU,-32.25,148.6167,66.33,88,75,11.5,light rain
665,Boguchany,RU,58.3814,97.4531,19.87,85,48,3.15,scattered clouds
666,Ostrovskoye,RU,57.8057,42.2433,31.35,94,90,7.34,light snow
667,Daru,PG,-9.0763,143.2092,85.37,67,43,8.08,scattered clouds
668,Koulamoutou,GA,-1.1303,12.4736,70.11,100,68,1.12,moderate rain
669,Lerwick,GB,60.1545,-1.1494,53.82,88,86,18.01,light rain
670,San Jeronimito,MX,17.55,-101.3333,82.38,74,15,6.29,few clouds
671,Karoi,ZW,-16.8099,29.6925,72.84,52,32,7.94,scattered clouds
672,Shumskiy,RU,54.8318,99.1328,20.08,78,7,2.13,clear sky
673,Kushmurun,KZ,52.4503,64.6311,18.45,86,33,9.08,scattered clouds
674,Diffa,NE,13.3154,12.6113,79.61,22,67,9.08,broken clouds
675,Brainerd,US,46.358,-94.2008,62.1,33,0,4.61,clear sky
676,Vestmannaeyjar,IS,63.4427,-20.2734,45.39,95,100,12.1,overcast clouds
677,Mehamn,NO,71.0357,27.8492,40.91,65,75,14.97,broken clouds
678,Ola,RU,59.5833,151.2833,8.15,71,4,9.37,clear sky
679,Yarensk,RU,62.1675,49.0916,34.36,97,100,7.81,light snow
